,order_details_id,order_id,order_date,order_time,item_id,item_name,category,price,sales_tax,revenue
3911,3962,1765,1/30/23,2025-05-15 18:32:30,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
3912,3963,1766,1/30/23,2025-05-15 18:50:13,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
3913,3964,1767,1/30/23,2025-05-15 19:03:49,102,Cheeseburger,American,13.95,11.16,25.11
3914,3965,1767,1/30/23,2025-05-15 19:03:49,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
3915,3966,1767,1/30/23,2025-05-15 19:03:49,124,Spaghetti,Italian,14.5,11.6,26.1
3916,3967,1767,1/30/23,2025-05-15 19:03:49,117,Chicken Burrito,Mexican,12.95,10.36,23.31
3917,3968,1768,1/30/23,2025-05-15 19:28:42,103,Hot Dog,American,9.0,7.2,16.2
3918,3969,1769,1/30/23,2025-05-15 19:28:51,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
3919,3970,1769,1/30/23,2025-05-15 19:28:51,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
3920,3971,1770,1/30/23,2025-05-15 19:31:17,103,Hot Dog,American,9.0,7.2,16.2
3921,3972,1771,1/30/23,2025-05-15 19:46:17,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
3922,3973,1771,1/30/23,2025-05-15 19:46:17,131,Chicken Parmesan,Italian,17.95,14.36,32.31
3923,3974,1772,1/30/23,2025-05-15 19:57:11,127,Meat Lasagna,Italian,17.95,14.36,32.31
3924,3975,1773,1/30/23,2025-05-15 20:06:40,107,Orange Chicken,Asian,16.5,13.2,29.7
3925,3976,1773,1/30/23,2025-05-15 20:06:40,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
3926,3977,1773,1/30/23,2025-05-15 20:06:40,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
3927,3978,1773,1/30/23,2025-05-15 20:06:40,106,French Fries,American,7.0,5.6,12.6
3928,3979,1774,1/30/23,2025-05-15 20:07:05,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
3929,3980,1775,1/30/23,2025-05-15 20:07:17,118,Steak Burrito,Mexican,14.95,11.96,26.91
3930,3981,1776,1/30/23,2025-05-15 20:09:16,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3931,3982,1776,1/30/23,2025-05-15 20:09:16,130,Shrimp Scampi,Italian,19.95,15.96,35.91
3932,3983,1776,1/30/23,2025-05-15 20:09:16,106,French Fries,American,7.0,5.6,12.6
3933,3984,1777,1/30/23,2025-05-15 20:11:18,120,Steak Torta,Mexican,13.95,11.16,25.11
3934,3985,1778,1/30/23,2025-05-15 20:26:02,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
3935,3986,1779,1/30/23,2025-05-15 20:27:12,116,Steak Tacos,Mexican,13.95,11.16,25.11
3936,3987,1780,1/30/23,2025-05-15 20:54:47,118,Steak Burrito,Mexican,14.95,11.96,26.91
3937,3988,1781,1/30/23,2025-05-15 21:05:03,101,Hamburger,American,12.95,10.36,23.31
3938,3989,1781,1/30/23,2025-05-15 21:05:03,116,Steak Tacos,Mexican,13.95,11.16,25.11
3939,3990,1782,1/30/23,2025-05-15 21:05:29,101,Hamburger,American,12.95,10.36,23.31
3940,3991,1782,1/30/23,2025-05-15 21:05:29,111,California Roll,Asian,11.95,9.56,21.509999999999998
3941,3992,1783,1/30/23,2025-05-15 21:05:39,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3942,3993,1784,1/30/23,2025-05-15 21:06:05,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
3943,3994,1784,1/30/23,2025-05-15 21:06:05,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3944,3995,1784,1/30/23,2025-05-15 21:06:05,127,Meat Lasagna,Italian,17.95,14.36,32.31
3945,3996,1784,1/30/23,2025-05-15 21:06:05,122,Chips & Salsa,Mexican,7.0,5.6,12.6
3946,3997,1785,1/30/23,2025-05-15 21:08:02,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
3947,3998,1785,1/30/23,2025-05-15 21:08:02,124,Spaghetti,Italian,14.5,11.6,26.1
3948,3999,1786,1/30/23,2025-05-15 21:20:25,102,Cheeseburger,American,13.95,11.16,25.11
3949,4000,1786,1/30/23,2025-05-15 21:20:25,114,Potstickers,Asian,9.0,7.2,16.2
3950,4001,1787,1/30/23,2025-05-15 21:25:54,110,Pork Ramen,Asian,17.95,14.36,32.31
3951,4002,1787,1/30/23,2025-05-15 21:25:54,113,Edamame,Asian,5.0,4.0,9.0
3952,4003,1787,1/30/23,2025-05-15 21:25:54,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
3953,4004,1788,1/30/23,2025-05-15 21:35:08,118,Steak Burrito,Mexican,14.95,11.96,26.91
3954,4005,1788,1/30/23,2025-05-15 21:35:08,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
3955,4006,1789,1/30/23,2025-05-15 21:49:27,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3956,4007,1789,1/30/23,2025-05-15 21:49:27,120,Steak Torta,Mexican,13.95,11.16,25.11
3957,4008,1789,1/30/23,2025-05-15 21:49:27,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
3958,4009,1790,1/30/23,2025-05-15 22:07:03,122,Chips & Salsa,Mexican,7.0,5.6,12.6
3959,4010,1791,1/30/23,2025-05-15 22:46:02,102,Cheeseburger,American,13.95,11.16,25.11
3960,4011,1791,1/30/23,2025-05-15 22:46:02,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3961,4012,1791,1/30/23,2025-05-15 22:46:02,112,Salmon Roll,Asian,14.95,11.96,26.91
3962,4013,1791,1/30/23,2025-05-15 22:46:02,106,French Fries,American,7.0,5.6,12.6
3963,4014,1792,1/31/23,2025-05-15 11:31:03,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
3964,4015,1792,1/31/23,2025-05-15 11:31:03,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
3965,4017,1793,1/31/23,2025-05-15 11:44:04,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3966,4018,1793,1/31/23,2025-05-15 11:44:04,118,Steak Burrito,Mexican,14.95,11.96,26.91
3967,4019,1793,1/31/23,2025-05-15 11:44:04,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
3968,4020,1794,1/31/23,2025-05-15 11:56:54,102,Cheeseburger,American,13.95,11.16,25.11
3969,4021,1795,1/31/23,2025-05-15 13:21:53,101,Hamburger,American,12.95,10.36,23.31
3970,4022,1795,1/31/23,2025-05-15 13:21:53,101,Hamburger,American,12.95,10.36,23.31
3971,4023,1795,1/31/23,2025-05-15 13:21:53,116,Steak Tacos,Mexican,13.95,11.16,25.11
3972,4024,1795,1/31/23,2025-05-15 13:21:53,104,Veggie Burger,American,10.5,8.4,18.9
3973,4025,1795,1/31/23,2025-05-15 13:21:53,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
3974,4026,1795,1/31/23,2025-05-15 13:21:53,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3975,4027,1795,1/31/23,2025-05-15 13:21:53,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
3976,4028,1795,1/31/23,2025-05-15 13:21:53,120,Steak Torta,Mexican,13.95,11.16,25.11
3977,4029,1795,1/31/23,2025-05-15 13:21:53,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
3978,4030,1795,1/31/23,2025-05-15 13:21:53,122,Chips & Salsa,Mexican,7.0,5.6,12.6
3979,4031,1795,1/31/23,2025-05-15 13:21:53,122,Chips & Salsa,Mexican,7.0,5.6,12.6
3980,4032,1796,1/31/23,2025-05-15 13:31:47,102,Cheeseburger,American,13.95,11.16,25.11
3981,4033,1796,1/31/23,2025-05-15 13:31:47,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
3982,4034,1796,1/31/23,2025-05-15 13:31:47,110,Pork Ramen,Asian,17.95,14.36,32.31
3983,4035,1796,1/31/23,2025-05-15 13:31:47,111,California Roll,Asian,11.95,9.56,21.509999999999998
3984,4036,1796,1/31/23,2025-05-15 13:31:47,118,Steak Burrito,Mexican,14.95,11.96,26.91
3985,4037,1796,1/31/23,2025-05-15 13:31:47,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
3986,4038,1797,1/31/23,2025-05-15 13:40:00,111,California Roll,Asian,11.95,9.56,21.509999999999998
3987,4039,1797,1/31/23,2025-05-15 13:40:00,106,French Fries,American,7.0,5.6,12.6
3988,4040,1798,1/31/23,2025-05-15 14:03:30,104,Veggie Burger,American,10.5,8.4,18.9
3989,4041,1799,1/31/23,2025-05-15 14:07:32,118,Steak Burrito,Mexican,14.95,11.96,26.91
3990,4042,1800,1/31/23,2025-05-15 14:17:39,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
3991,4043,1801,1/31/23,2025-05-15 14:37:52,102,Cheeseburger,American,13.95,11.16,25.11
3992,4044,1801,1/31/23,2025-05-15 14:37:52,110,Pork Ramen,Asian,17.95,14.36,32.31
3993,4045,1801,1/31/23,2025-05-15 14:37:52,117,Chicken Burrito,Mexican,12.95,10.36,23.31
3994,4046,1801,1/31/23,2025-05-15 14:37:52,120,Steak Torta,Mexican,13.95,11.16,25.11
3995,4048,1802,1/31/23,2025-05-15 14:55:20,115,Chicken Tacos,Mexican,11.95,9.56,21.509999999999998
3996,4049,1802,1/31/23,2025-05-15 14:55:20,110,Pork Ramen,Asian,17.95,14.36,32.31
3997,4050,1802,1/31/23,2025-05-15 14:55:20,106,French Fries,American,7.0,5.6,12.6
3998,4051,1802,1/31/23,2025-05-15 14:55:20,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
3999,4052,1803,1/31/23,2025-05-15 15:12:38,110,Pork Ramen,Asian,17.95,14.36,32.31
4000,4053,1803,1/31/23,2025-05-15 15:12:38,127,Meat Lasagna,Italian,17.95,14.36,32.31
4001,4054,1803,1/31/23,2025-05-15 15:12:38,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4002,4055,1804,1/31/23,2025-05-15 15:44:13,116,Steak Tacos,Mexican,13.95,11.16,25.11
4003,4056,1804,1/31/23,2025-05-15 15:44:13,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
4004,4057,1805,1/31/23,2025-05-15 16:01:42,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4005,4058,1805,1/31/23,2025-05-15 16:01:42,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
4006,4059,1806,1/31/23,2025-05-15 16:02:17,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4007,4060,1806,1/31/23,2025-05-15 16:02:17,111,California Roll,Asian,11.95,9.56,21.509999999999998
4008,4061,1806,1/31/23,2025-05-15 16:02:17,113,Edamame,Asian,5.0,4.0,9.0
4009,4062,1807,1/31/23,2025-05-15 16:07:02,107,Orange Chicken,Asian,16.5,13.2,29.7
4010,4063,1807,1/31/23,2025-05-15 16:07:02,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
4011,4064,1807,1/31/23,2025-05-15 16:07:02,131,Chicken Parmesan,Italian,17.95,14.36,32.31
4012,4065,1808,1/31/23,2025-05-15 16:07:49,107,Orange Chicken,Asian,16.5,13.2,29.7
4013,4066,1808,1/31/23,2025-05-15 16:07:49,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4014,4067,1809,1/31/23,2025-05-15 16:13:08,124,Spaghetti,Italian,14.5,11.6,26.1
4015,4068,1809,1/31/23,2025-05-15 16:13:08,120,Steak Torta,Mexican,13.95,11.16,25.11
4016,4069,1810,1/31/23,2025-05-15 16:16:19,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4017,4070,1811,1/31/23,2025-05-15 16:23:44,126,Fettuccine Alfredo,Italian,14.5,11.6,26.1
4018,4071,1811,1/31/23,2025-05-15 16:23:44,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4019,4072,1811,1/31/23,2025-05-15 16:23:44,118,Steak Burrito,Mexican,14.95,11.96,26.91
4020,4073,1812,1/31/23,2025-05-15 17:13:55,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4021,4074,1812,1/31/23,2025-05-15 17:13:55,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4022,4075,1813,1/31/23,2025-05-15 17:21:03,124,Spaghetti,Italian,14.5,11.6,26.1
4023,4076,1813,1/31/23,2025-05-15 17:21:03,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4024,4077,1814,1/31/23,2025-05-15 17:24:47,107,Orange Chicken,Asian,16.5,13.2,29.7
4025,4078,1814,1/31/23,2025-05-15 17:24:47,103,Hot Dog,American,9.0,7.2,16.2
4026,4079,1814,1/31/23,2025-05-15 17:24:47,120,Steak Torta,Mexican,13.95,11.16,25.11
4027,4080,1815,1/31/23,2025-05-15 17:33:56,107,Orange Chicken,Asian,16.5,13.2,29.7
4028,4081,1815,1/31/23,2025-05-15 17:33:56,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4029,4082,1815,1/31/23,2025-05-15 17:33:56,110,Pork Ramen,Asian,17.95,14.36,32.31
4030,4083,1816,1/31/23,2025-05-15 17:59:29,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
4031,4084,1816,1/31/23,2025-05-15 17:59:29,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4032,4085,1816,1/31/23,2025-05-15 17:59:29,122,Chips & Salsa,Mexican,7.0,5.6,12.6
4033,4086,1817,1/31/23,2025-05-15 18:05:04,107,Orange Chicken,Asian,16.5,13.2,29.7
4034,4087,1817,1/31/23,2025-05-15 18:05:04,118,Steak Burrito,Mexican,14.95,11.96,26.91
4035,4088,1817,1/31/23,2025-05-15 18:05:04,120,Steak Torta,Mexican,13.95,11.16,25.11
4036,4089,1818,1/31/23,2025-05-15 18:05:33,111,California Roll,Asian,11.95,9.56,21.509999999999998
4037,4090,1818,1/31/23,2025-05-15 18:05:33,120,Steak Torta,Mexican,13.95,11.16,25.11
4038,4091,1819,1/31/23,2025-05-15 18:06:26,101,Hamburger,American,12.95,10.36,23.31
4039,4092,1819,1/31/23,2025-05-15 18:06:26,113,Edamame,Asian,5.0,4.0,9.0
4040,4093,1819,1/31/23,2025-05-15 18:06:26,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4041,4094,1820,1/31/23,2025-05-15 18:13:57,102,Cheeseburger,American,13.95,11.16,25.11
4042,4095,1820,1/31/23,2025-05-15 18:13:57,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
4043,4096,1820,1/31/23,2025-05-15 18:13:57,111,California Roll,Asian,11.95,9.56,21.509999999999998
4044,4097,1821,1/31/23,2025-05-15 18:14:53,103,Hot Dog,American,9.0,7.2,16.2
4045,4098,1821,1/31/23,2025-05-15 18:14:53,131,Chicken Parmesan,Italian,17.95,14.36,32.31
4046,4099,1822,1/31/23,2025-05-15 18:17:53,116,Steak Tacos,Mexican,13.95,11.16,25.11
4047,4100,1822,1/31/23,2025-05-15 18:17:53,117,Chicken Burrito,Mexican,12.95,10.36,23.31
4048,4101,1823,1/31/23,2025-05-15 18:19:33,102,Cheeseburger,American,13.95,11.16,25.11
4049,4102,1824,1/31/23,2025-05-15 18:20:38,107,Orange Chicken,Asian,16.5,13.2,29.7
4050,4103,1824,1/31/23,2025-05-15 18:20:38,105,Mac & Cheese,American,7.0,5.6,12.6
4051,4104,1825,1/31/23,2025-05-15 18:22:51,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4052,4105,1825,1/31/23,2025-05-15 18:22:51,124,Spaghetti,Italian,14.5,11.6,26.1
4053,4106,1825,1/31/23,2025-05-15 18:22:51,120,Steak Torta,Mexican,13.95,11.16,25.11
4054,4107,1826,1/31/23,2025-05-15 18:33:05,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
4055,4108,1826,1/31/23,2025-05-15 18:33:05,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
4056,4109,1826,1/31/23,2025-05-15 18:33:05,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
4057,4110,1826,1/31/23,2025-05-15 18:33:05,114,Potstickers,Asian,9.0,7.2,16.2
4058,4111,1827,1/31/23,2025-05-15 18:56:22,117,Chicken Burrito,Mexican,12.95,10.36,23.31
4059,4112,1827,1/31/23,2025-05-15 18:56:22,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
4060,4113,1827,1/31/23,2025-05-15 18:56:22,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
4061,4114,1828,1/31/23,2025-05-15 19:12:25,113,Edamame,Asian,5.0,4.0,9.0
4062,4115,1828,1/31/23,2025-05-15 19:12:25,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
4063,4116,1828,1/31/23,2025-05-15 19:12:25,106,French Fries,American,7.0,5.6,12.6
4064,4117,1829,1/31/23,2025-05-15 19:15:50,102,Cheeseburger,American,13.95,11.16,25.11
4065,4118,1829,1/31/23,2025-05-15 19:15:50,112,Salmon Roll,Asian,14.95,11.96,26.91
4066,4119,1829,1/31/23,2025-05-15 19:15:50,106,French Fries,American,7.0,5.6,12.6
4067,4120,1829,1/31/23,2025-05-15 19:15:50,114,Potstickers,Asian,9.0,7.2,16.2
4068,4121,1830,1/31/23,2025-05-15 19:23:54,120,Steak Torta,Mexican,13.95,11.16,25.11
4069,4122,1831,1/31/23,2025-05-15 20:02:14,120,Steak Torta,Mexican,13.95,11.16,25.11
4070,4123,1832,1/31/23,2025-05-15 20:08:22,111,California Roll,Asian,11.95,9.56,21.509999999999998
4071,4124,1833,1/31/23,2025-05-15 20:11:10,102,Cheeseburger,American,13.95,11.16,25.11
4072,4125,1833,1/31/23,2025-05-15 20:11:10,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
4073,4126,1834,1/31/23,2025-05-15 20:26:06,117,Chicken Burrito,Mexican,12.95,10.36,23.31
4074,4127,1834,1/31/23,2025-05-15 20:26:06,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
4075,4128,1835,1/31/23,2025-05-15 20:28:11,102,Cheeseburger,American,13.95,11.16,25.11
4076,4129,1835,1/31/23,2025-05-15 20:28:11,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4077,4130,1835,1/31/23,2025-05-15 20:28:11,127,Meat Lasagna,Italian,17.95,14.36,32.31
4078,4131,1835,1/31/23,2025-05-15 20:28:11,112,Salmon Roll,Asian,14.95,11.96,26.91
4079,4132,1836,1/31/23,2025-05-15 20:46:18,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4080,4133,1837,1/31/23,2025-05-15 20:56:35,101,Hamburger,American,12.95,10.36,23.31
4081,4134,1837,1/31/23,2025-05-15 20:56:35,110,Pork Ramen,Asian,17.95,14.36,32.31
4082,4135,1837,1/31/23,2025-05-15 20:56:35,128,Cheese Lasagna,Italian,15.5,12.4,27.9
4083,4136,1837,1/31/23,2025-05-15 20:56:35,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4084,4137,1838,1/31/23,2025-05-15 20:56:38,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
4085,4138,1838,1/31/23,2025-05-15 20:56:38,110,Pork Ramen,Asian,17.95,14.36,32.31
4086,4139,1838,1/31/23,2025-05-15 20:56:38,105,Mac & Cheese,American,7.0,5.6,12.6
4087,4140,1839,1/31/23,2025-05-15 20:58:38,122,Chips & Salsa,Mexican,7.0,5.6,12.6
4088,4141,1840,1/31/23,2025-05-15 21:01:00,107,Orange Chicken,Asian,16.5,13.2,29.7
4089,4142,1840,1/31/23,2025-05-15 21:01:00,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4090,4143,1840,1/31/23,2025-05-15 21:01:00,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4091,4144,1840,1/31/23,2025-05-15 21:01:00,117,Chicken Burrito,Mexican,12.95,10.36,23.31
4092,4145,1841,1/31/23,2025-05-15 21:01:18,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
4093,4146,1841,1/31/23,2025-05-15 21:01:18,122,Chips & Salsa,Mexican,7.0,5.6,12.6
4094,4147,1842,1/31/23,2025-05-15 21:07:17,111,California Roll,Asian,11.95,9.56,21.509999999999998
4095,4148,1842,1/31/23,2025-05-15 21:07:17,113,Edamame,Asian,5.0,4.0,9.0
4096,4149,1843,1/31/23,2025-05-15 21:28:07,107,Orange Chicken,Asian,16.5,13.2,29.7
4097,4150,1843,1/31/23,2025-05-15 21:28:07,113,Edamame,Asian,5.0,4.0,9.0
4098,4151,1844,1/31/23,2025-05-15 22:09:40,112,Salmon Roll,Asian,14.95,11.96,26.91
4099,4152,1844,1/31/23,2025-05-15 22:09:40,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
4100,4153,1845,1/31/23,2025-05-15 22:43:07,127,Meat Lasagna,Italian,17.95,14.36,32.31
4101,4154,1845,1/31/23,2025-05-15 22:43:07,118,Steak Burrito,Mexican,14.95,11.96,26.91
4102,4155,1845,1/31/23,2025-05-15 22:43:07,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
4103,4156,1845,1/31/23,2025-05-15 22:43:07,132,Eggplant Parmesan,Italian,16.95,13.56,30.509999999999998
4104,4157,1846,2/1/23,2025-05-15 11:32:07,107,Orange Chicken,Asian,16.5,13.2,29.7
4105,4158,1847,2/1/23,2025-05-15 11:36:27,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4106,4159,1848,2/1/23,2025-05-15 11:40:46,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4107,4160,1848,2/1/23,2025-05-15 11:40:46,110,Pork Ramen,Asian,17.95,14.36,32.31
4108,4161,1849,2/1/23,2025-05-15 11:40:47,124,Spaghetti,Italian,14.5,11.6,26.1
4109,4162,1849,2/1/23,2025-05-15 11:40:47,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
4110,4163,1849,2/1/23,2025-05-15 11:40:47,120,Steak Torta,Mexican,13.95,11.16,25.11
4111,4164,1850,2/1/23,2025-05-15 11:44:12,109,Korean Beef Bowl,Asian,17.95,14.36,32.31
4112,4165,1850,2/1/23,2025-05-15 11:44:12,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
4113,4166,1851,2/1/23,2025-05-15 11:49:01,107,Orange Chicken,Asian,16.5,13.2,29.7
4114,4167,1851,2/1/23,2025-05-15 11:49:01,102,Cheeseburger,American,13.95,11.16,25.11
4115,4168,1851,2/1/23,2025-05-15 11:49:01,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4116,4169,1851,2/1/23,2025-05-15 11:49:01,127,Meat Lasagna,Italian,17.95,14.36,32.31
4117,4170,1851,2/1/23,2025-05-15 11:49:01,111,California Roll,Asian,11.95,9.56,21.509999999999998
4118,4171,1851,2/1/23,2025-05-15 11:49:01,113,Edamame,Asian,5.0,4.0,9.0
4119,4172,1851,2/1/23,2025-05-15 11:49:01,118,Steak Burrito,Mexican,14.95,11.96,26.91
4120,4173,1851,2/1/23,2025-05-15 11:49:01,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
4121,4174,1851,2/1/23,2025-05-15 11:49:01,122,Chips & Salsa,Mexican,7.0,5.6,12.6
4122,4175,1851,2/1/23,2025-05-15 11:49:01,131,Chicken Parmesan,Italian,17.95,14.36,32.31
4123,4176,1851,2/1/23,2025-05-15 11:49:01,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
4124,4177,1851,2/1/23,2025-05-15 11:49:01,106,French Fries,American,7.0,5.6,12.6
4125,4178,1852,2/1/23,2025-05-15 11:54:36,116,Steak Tacos,Mexican,13.95,11.16,25.11
4126,4179,1852,2/1/23,2025-05-15 11:54:36,125,Spaghetti & Meatballs,Italian,17.95,14.36,32.31
4127,4180,1853,2/1/23,2025-05-15 12:12:59,117,Chicken Burrito,Mexican,12.95,10.36,23.31
4128,4181,1853,2/1/23,2025-05-15 12:12:59,111,California Roll,Asian,11.95,9.56,21.509999999999998
4129,4182,1854,2/1/23,2025-05-15 12:27:17,107,Orange Chicken,Asian,16.5,13.2,29.7
4130,4183,1855,2/1/23,2025-05-15 12:28:09,104,Veggie Burger,American,10.5,8.4,18.9
4131,4184,1855,2/1/23,2025-05-15 12:28:09,118,Steak Burrito,Mexican,14.95,11.96,26.91
4132,4185,1855,2/1/23,2025-05-15 12:28:09,105,Mac & Cheese,American,7.0,5.6,12.6
4133,4186,1855,2/1/23,2025-05-15 12:28:09,131,Chicken Parmesan,Italian,17.95,14.36,32.31
4134,4187,1856,2/1/23,2025-05-15 12:32:48,120,Steak Torta,Mexican,13.95,11.16,25.11
4135,4188,1857,2/1/23,2025-05-15 12:34:00,116,Steak Tacos,Mexican,13.95,11.16,25.11
4136,4189,1858,2/1/23,2025-05-15 12:43:50,122,Chips & Salsa,Mexican,7.0,5.6,12.6
4137,4190,1859,2/1/23,2025-05-15 13:18:55,118,Steak Burrito,Mexican,14.95,11.96,26.91
4138,4191,1860,2/1/23,2025-05-15 13:19:52,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4139,4192,1861,2/1/23,2025-05-15 13:21:23,130,Shrimp Scampi,Italian,19.95,15.96,35.91
4140,4193,1862,2/1/23,2025-05-15 13:27:02,102,Cheeseburger,American,13.95,11.16,25.11
4141,4194,1862,2/1/23,2025-05-15 13:27:02,129,Mushroom Ravioli,Italian,15.5,12.4,27.9
4142,4195,1863,2/1/23,2025-05-15 13:39:45,115,Chicken Tacos,Mexican,11.95,9.56,21.509999999999998
4143,4196,1864,2/1/23,2025-05-15 13:46:26,118,Steak Burrito,Mexican,14.95,11.96,26.91
4144,4197,1865,2/1/23,2025-05-15 14:09:37,101,Hamburger,American,12.95,10.36,23.31
4145,4198,1865,2/1/23,2025-05-15 14:09:37,103,Hot Dog,American,9.0,7.2,16.2
4146,4199,1865,2/1/23,2025-05-15 14:09:37,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
4147,4200,1865,2/1/23,2025-05-15 14:09:37,130,Shrimp Scampi,Italian,19.95,15.96,35.91
4148,4201,1866,2/1/23,2025-05-15 14:18:56,115,Chicken Tacos,Mexican,11.95,9.56,21.509999999999998
4149,4202,1866,2/1/23,2025-05-15 14:18:56,108,Tofu Pad Thai,Asian,14.5,11.6,26.1
4150,4203,1866,2/1/23,2025-05-15 14:18:56,117,Chicken Burrito,Mexican,12.95,10.36,23.31
4151,4204,1866,2/1/23,2025-05-15 14:18:56,121,Cheese Quesadillas,Mexican,10.5,8.4,18.9
4152,4205,1866,2/1/23,2025-05-15 14:18:56,105,Mac & Cheese,American,7.0,5.6,12.6
4153,4206,1866,2/1/23,2025-05-15 14:18:56,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
4154,4207,1867,2/1/23,2025-05-15 14:35:50,122,Chips & Salsa,Mexican,7.0,5.6,12.6
4155,4208,1868,2/1/23,2025-05-15 14:35:56,124,Spaghetti,Italian,14.5,11.6,26.1
4156,4209,1868,2/1/23,2025-05-15 14:35:56,123,Chips & Guacamole,Mexican,9.0,7.2,16.2
4157,4210,1869,2/1/23,2025-05-15 14:37:38,127,Meat Lasagna,Italian,17.95,14.36,32.31
4158,4211,1869,2/1/23,2025-05-15 14:37:38,113,Edamame,Asian,5.0,4.0,9.0
4159,4212,1869,2/1/23,2025-05-15 14:37:38,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
4160,4213,1869,2/1/23,2025-05-15 14:37:38,119,Chicken Torta,Mexican,11.95,9.56,21.509999999999998
4161,4214,1870,2/1/23,2025-05-15 14:45:45,107,Orange Chicken,Asian,16.5,13.2,29.7
4162,4215,1871,2/1/23,2025-05-15 15:01:40,110,Pork Ramen,Asian,17.95,14.36,32.31
